City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
283,Witu,KE,-2.3889,40.4382,80.76,92,70,5.55,light rain
284,Vila,PT,42.0304,-8.1588,40.69,93,38,3.96,scattered clouds
285,Magadan,RU,59.5667,150.8,-0.62,79,5,10.0,clear sky
286,Tabou,CI,4.423,-7.3528,80.49,78,13,10.89,few clouds
287,Lima,PE,-12.0432,-77.0282,71.85,78,75,16.11,broken clouds
288,Khatanga,RU,71.9667,102.5,-30.55,98,92,7.45,overcast clouds
289,Hasaki,JP,35.7333,140.8333,28.8,53,18,2.89,few clouds
290,Ekhabi,RU,53.5102,142.9671,-5.21,89,17,13.0,few clouds
291,Vera Cruz,BR,-12.6333,-41.0333,74.77,87,63,1.72,broken clouds
292,Goderich,CA,43.7501,-81.7165,28.9,64,100,16.11,overcast clouds
293,Merauke,ID,-8.4667,140.3333,77.67,90,100,15.75,light rain
294,Jinchang,CN,38.4953,102.1739,16.57,40,37,3.42,scattered clouds
295,Manhattan,US,40.7834,-73.9662,35.65,52,100,9.22,overcast clouds
296,Anda,CN,46.4,125.3167,-4.67,100,93,4.21,overcast clouds
297,Kang,BW,-23.6752,22.7876,81.75,34,25,8.08,scattered clouds
298,Hargeysa,SO,9.56,44.065,59.23,95,32,12.73,scattered clouds
299,Saint-Jean-De-Luz,FR,43.3891,-1.6581,56.73,91,0,3.44,clear sky
300,Severo-Kurilsk,RU,50.6789,156.125,31.53,81,64,24.23,broken clouds
301,Kavaratti,IN,10.5669,72.642,80.78,79,13,7.92,few clouds
302,Douglas,US,41.3,-96.167,36.61,66,0,20.71,clear sky
303,Tigzirt,DZ,36.8886,4.1198,60.01,56,21,5.17,few clouds
304,Hamilton,US,39.1834,-84.5333,33.6,83,100,8.05,overcast clouds
305,Villablino,ES,42.9393,-6.3194,44.38,92,33,4.23,scattered clouds
306,Niagara Falls,CA,43.1001,-79.0663,29.03,64,100,10.36,overcast clouds
307,Lhokseumawe,ID,5.1801,97.1507,75.43,87,95,1.3,overcast clouds
308,Samarai,PG,-10.6167,150.6667,80.15,84,100,11.97,moderate rain
309,Atar,MR,20.5169,-13.0499,65.28,24,52,2.77,broken clouds
310,Japura,ID,-0.3167,102.35,72.36,99,100,2.37,overcast clouds
311,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,56,0,23.02,clear sky
312,Mutoko,ZW,-17.397,32.2268,63.81,65,0,6.38,clear sky
313,Te Anau,NZ,-45.4167,167.7167,68.18,60,17,1.54,few clouds
314,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,65,40,13.8,scattered clouds
315,Janakkala,FI,60.9,24.6,31.8,98,100,7.65,light snow
316,Boyuibe,BO,-20.4167,-63.2833,81.39,51,99,4.83,overcast clouds
317,Saldanha,ZA,-33.0117,17.9442,64.45,91,31,9.51,scattered clouds
318,Sola,VU,-13.8833,167.55,75.87,94,100,0.0,heavy intensity rain
319,Faya,SA,18.3851,42.4509,50.11,81,4,1.07,clear sky
320,Turayf,SA,31.6725,38.6637,44.85,93,40,0.0,scattered clouds
321,Pangody,RU,65.85,74.4859,-1.88,98,93,9.48,overcast clouds
322,Benguela,AO,-12.5763,13.4055,77.74,77,60,8.23,broken clouds
323,Mogadishu,SO,2.0371,45.3438,78.58,76,66,16.15,broken clouds
324,Ryotsu,JP,38.0833,138.4333,43.45,68,100,6.82,overcast clouds
325,Paamiut,GL,61.994,-49.6678,23.85,88,99,11.86,overcast clouds
326,Mudgee,AU,-32.5943,149.5871,64.78,54,0,2.55,clear sky
327,Kalaleh,IR,37.3807,55.4916,41.36,75,100,1.43,overcast clouds
328,Eenhana,NA,-17.4667,16.3333,80.26,34,72,1.32,broken clouds
329,Porirua,NZ,-41.1333,174.85,67.55,73,3,7.09,clear sky
330,Macusani,PE,-14.0833,-70.4333,43.79,77,99,7.83,overcast clouds
331,Papillion,US,41.1544,-96.0422,37.44,65,0,14.97,clear sky
332,Zhangye,CN,38.9342,100.4517,16.36,47,82,1.25,broken clouds
333,Farmington,US,36.7281,-108.2187,52.16,38,40,7.0,scattered clouds
334,Saurimo,AO,-9.6608,20.3916,66.0,97,100,0.38,light rain
335,Caravelas,BR,-17.7125,-39.2481,75.85,81,14,6.04,few clouds
336,Dubuque,US,42.4833,-90.8668,22.62,63,0,20.71,clear sky
337,Tilichiki,RU,60.4667,166.1,-2.6,87,2,11.32,clear sky
338,Serebryansk,KZ,49.6925,83.2892,0.03,90,23,5.75,few clouds
339,Raudeberg,NO,61.9875,5.1352,32.86,9,57,9.71,broken clouds
340,Norman,US,35.2226,-97.4395,51.53,35,0,17.27,clear sky
341,Saskylakh,RU,71.9167,114.0833,-40.2,100,85,3.49,overcast clouds
342,Dudinka,RU,69.4058,86.1778,2.62,97,100,5.21,overcast clouds
343,Mahibadhoo,MV,3.7833,72.9667,80.76,75,94,4.56,overcast clouds
344,Liuli,TZ,-11.0833,34.6333,72.46,91,100,3.2,moderate rain
